,loss,acc,end_iteraion
0,"[2.799067735671997, 2.3599472045898438, 2.6219723224639893, 3.204880952835083, 2.2032251358032227, 2.634068012237549, 2.774282217025757, 2.3019158840179443, 1.8476972579956055, 1.941590428352356, 2.2854740619659424, 2.4828174114227295, 2.3355700969696045, 2.097546100616455, 2.014960527420044, 2.1975388526916504, 1.737830400466919, 1.6272990703582764, 2.1922824382781982, 2.066638946533203, 1.899873971939087, 2.0090088844299316, 2.309361457824707, 2.0342483520507812, 2.151862859725952, 2.1129825115203857, 2.0127031803131104, 1.6095762252807617, 2.005842685699463, 1.952754020690918, 1.4200897216796875, 2.0541117191314697, 2.287048101425171, 2.0534327030181885, 1.6220581531524658, 1.8142895698547363, 1.971331000328064, 2.5497167110443115, 2.4718122482299805, 2.269592761993408, 2.0845117568969727, 2.541905641555786, 3.770599365234375, 2.1729464530944824, 2.0481820106506348, 2.9420087337493896, 1.6084976196289062, 2.1385750770568848, 2.5652194023132324, 2.3632326126098633, 2.063075065612793, 1.9994609355926514, 4.474449157714844, 1.9564765691757202, 2.327615976333618, 2.383662462234497, 2.4015536308288574, 4.190676689147949, 1.8948670625686646]","[0.3400000035762787, 0.4699999988079071, 0.3400000035762787, 0.41999998688697815, 0.4899999797344208, 0.3999999761581421, 0.35999998450279236, 0.44999998807907104, 0.4699999988079071, 0.5199999809265137, 0.4899999797344208, 0.3999999761581421, 0.429999977350235, 0.38999998569488525, 0.5199999809265137, 0.41999998688697815, 0.5, 0.5799999833106995, 0.4599999785423279, 0.44999998807907104, 0.5099999904632568, 0.4399999976158142, 0.41999998688697815, 0.4599999785423279, 0.4099999964237213, 0.5, 0.4599999785423279, 0.5799999833106995, 0.44999998807907104, 0.4899999797344208, 0.6100000143051147, 0.5199999809265137, 0.4399999976158142, 0.4899999797344208, 0.550000011920929, 0.5199999809265137, 0.47999998927116394, 0.3999999761581421, 0.41999998688697815, 0.429999977350235, 0.44999998807907104, 0.3999999761581421, 0.4399999976158142, 0.4099999964237213, 0.4399999976158142, 0.3100000023841858, 0.6299999952316284, 0.44999998807907104, 0.32999998331069946, 0.3799999952316284, 0.3999999761581421, 0.4599999785423279, 0.3199999928474426, 0.47999998927116394, 0.3999999761581421, 0.3999999761581421, 0.3499999940395355, 0.25999999046325684, 0.4699999988079071]","[99, 103, 88, 103, 85, 98, 111, 84, 109, 87, 104, 96, 106, 96, 83, 122, 89, 108, 92, 87, 122, 118, 104, 89, 119, 88, 116, 133, 90, 108, 75, 88, 116, 93, 86, 85, 115, 104, 87, 110, 93, 106, 95, 101, 110, 99, 101, 112, 79, 105, 108, 106, 98, 109, 88, 120, 123, 110, 100]"
